0.974500	0.974500	0.974500	0.779700	0.672200
0.974700	0.974700	0.974700	0.974700	0.974600
0.974500	0.974500	0.974500	0.974500	0.776600
0.974500	0.974500	0.974500	0.671800	0.666900
0.974700	0.974700	0.974700	0.886100	0.766400
0.974700	0.974700	0.974700	0.416100	0.408000
0.789000	0.789000	0.789000	0.789000	0.672900
0.892200	0.892200	0.892200	0.892200	0.772200
0.890400	0.890400	0.890400	0.890400	0.682000
0.887400	0.887400	0.887400	0.779200	0.376500
0.973300	0.973300	0.973300	0.763800	0.761400
0.975900	0.975900	0.975900	0.647000	0.645400
0.976100	0.976100	0.976100	0.418700	0.373100
0.974700	0.974700	0.974700	0.658900	0.427600
0.891200	0.891200	0.891200	0.781800	0.778700
0.974700	0.974700	0.974700	0.776600	0.684200
0.887400	0.887400	0.887400	0.785900	0.785900
0.884200	0.884200	0.884200	0.662300	0.443000
0.974500	0.974500	0.974500	0.779200	0.648700
0.975000	0.975000	0.975000	0.975000	0.397000
0.974500	0.974500	0.974500	0.772800	0.670000
0.974700	0.974700	0.974700	0.779700	0.778700
0.974300	0.974300	0.974300	0.673400	0.672900
0.887400	0.887400	0.887400	0.887400	0.887300
0.974500	0.974500	0.974500	0.974500	0.974300
0.974700	0.974700	0.974700	0.684300	0.665700
0.886400	0.886400	0.886400	0.772200	0.770300
0.974500	0.974500	0.974500	0.890400	0.890400
0.974300	0.974300	0.974300	0.682000	0.661800
0.975400	0.975400	0.975400	0.778700	0.634600
0.974300	0.974300	0.974300	0.682000	0.666100
0.974500	0.974500	0.974500	0.974500	0.404900
0.889900	0.889900	0.889900	0.784500	0.662200
0.975000	0.975000	0.975000	0.623200	0.418700
0.974500	0.974500	0.974500	0.974500	0.385400
0.974500	0.974500	0.974500	0.789000	0.658400
0.975400	0.975400	0.975400	0.887400	0.886900
0.884200	0.884200	0.884200	0.884200	0.882000
0.890200	0.890200	0.890200	0.772800	0.672200
0.887400	0.887400	0.887400	0.887400	0.670600
0.447600	0.447600	0.447600	0.447600	0.437500
0.974700	0.974700	0.974700	0.776600	0.772700
0.884200	0.884200	0.884200	0.684300	0.671800
